league,year,h_a,xG,xGA,deep,deep_allowed,ppda_coef,oppda_coef
Bundesliga,2018,h,2.35222,0.950644,5,6,21.26315789473684,7.0
EPL,2015,h,2.1039,0.456189,11,5,6.133333333333334,10.384615384615383
Bundesliga,2017,a,0.759035,0.675137,8,3,21.31578947368421,4.05
EPL,2018,a,0.2014,1.39896,1,5,14.941176470588236,11.0
EPL,2018,h,0.353128,1.02549,1,1,14.434782608695652,6.411764705882353
EPL,2016,h,1.36933,2.2614,7,6,16.95,9.958333333333334
Serie_A,2018,h,1.35689,1.36058,10,4,6.115384615384615,8.787878787878787
Serie_A,2016,a,2.39624,1.02444,7,1,6.846153846153846,9.625
La_liga,2018,h,1.6139,1.80702,8,5,7.176470588235294,10.333333333333334
Serie_A,2015,h,3.4019,0.139356,6,0,10.789473684210526,17.48148148148148
La_liga,2019,h,0.961984,2.75294,8,22,29.22222222222222,10.318181818181818
La_liga,2015,a,0.470176,1.64739,8,7,9.043478260869565,6.36
Serie_A,2015,h,0.69714,2.3384,6,5,19.47058823529412,5.846153846153846
Bundesliga,2018,a,0.399747,0.966026,5,4,8.464285714285714,14.19047619047619
Serie_A,2016,a,1.89886,1.21155,8,3,5.96875,12.375
La_liga,2017,h,1.38892,0.510608,3,6,6.862068965517241,12.148148148148149
La_liga,2015,h,0.806178,0.839004,7,1,9.12121212121212,11.625
La_liga,2018,a,1.24845,3.30598,1,3,16.5,6.125
Bundesliga,2019,a,1.86364,2.24593,10,8,14.72222222222222,15.1875
EPL,2018,h,2.91637,0.932491,14,2,6.0,18.347826086956523
Bundesliga,2019,a,1.4717,0.233287,12,4,8.695652173913043,15.333333333333334
Bundesliga,2018,h,2.9107,1.54911,5,5,8.64516129032258,15.125
Ligue_1,2015,a,0.0897244,0.616442,1,6,23.266666666666666,9.826086956521738
La_liga,2019,h,0.145879,2.40044,0,6,11.275862068965518,11.130434782608695
La_liga,2014,a,0.561801,1.9763,4,8,9.478260869565217,5.333333333333333
Ligue_1,2014,h,2.10567,1.42842,8,5,7.65,14.578947368421051
Serie_A,2014,h,0.807441,0.846637,10,5,8.7,9.357142857142858
Ligue_1,2017,h,0.589778,1.18808,11,6,5.575757575757576,17.263157894736842
Serie_A,2019,a,2.14411,0.459668,6,2,7.535714285714286,10.157894736842104
Bundesliga,2014,h,0.837202,0.145365,11,2,8.115384615384615,9.857142857142858
Ligue_1,2016,h,2.2449,0.991511,11,3,3.2285714285714286,17.529411764705884
Ligue_1,2019,a,1.30497,1.63512,3,3,10.161290322580646,13.48
EPL,2017,h,2.73725,0.670573,13,3,8.166666666666666,17.105263157894736
Ligue_1,2015,a,1.1594,1.19574,4,5,6.482758620689655,8.86111111111111
Serie_A,2017,h,0.352803,1.78563,3,8,7.05,5.67741935483871
EPL,2017,h,2.68125,0.273809,9,3,9.954545454545457,13.944444444444445
EPL,2015,h,0.474035,0.525478,4,4,9.2,8.774193548387096
Ligue_1,2017,h,0.939163,0.948064,2,6,6.59375,11.818181818181818
La_liga,2016,a,0.825588,1.15744,5,6,16.294117647058822,5.264705882352941
La_liga,2016,h,1.757,0.315344,5,2,11.272727272727272,9.73913043478261
Ligue_1,2018,h,0.590414,3.36381,6,6,8.6,9.882352941176473
Bundesliga,2014,a,1.3174,1.79663,7,5,7.135135135135135,5.678571428571429
EPL,2015,h,1.47077,1.30264,9,8,8.214285714285714,5.303030303030303
Serie_A,2015,h,1.46365,1.14306,11,9,10.692307692307692,16.736842105263158
Serie_A,2018,h,1.00381,0.834328,2,1,10.941176470588236,11.590909090909092
Bundesliga,2018,a,0.459166,1.70943,0,14,46.5,10.636363636363637
Ligue_1,2014,h,0.934172,0.73411,6,2,6.17948717948718,15.6875
EPL,2018,a,2.90359,1.09923,13,2,10.75,21.0
EPL,2018,a,3.13612,2.35193,3,5,10.08695652173913,11.944444444444445
Ligue_1,2016,a,0.510154,2.33108,0,8,24.705882352941178,6.46875
EPL,2015,a,0.812268,1.83934,3,8,11.846153846153848,8.222222222222221
La_liga,2018,h,2.93379,1.44858,13,7,15.615384615384617,12.0
Ligue_1,2014,h,0.295284,1.54377,3,5,13.863636363636363,5.285714285714286
Serie_A,2019,a,1.32688,0.998907,5,6,14.666666666666666,5.666666666666667
Bundesliga,2017,a,1.62394,0.298809,0,7,20.176470588235293,11.9
Ligue_1,2014,h,1.07309,0.943341,5,3,8.0,14.153846153846152
EPL,2017,a,0.155254,0.964277,2,7,10.833333333333334,7.28
EPL,2019,h,2.24125,0.83104,8,3,11.642857142857142,17.045454545454547
Serie_A,2019,a,1.11044,3.697,1,12,16.26086956521739,9.85
Bundesliga,2017,h,1.79316,1.02455,8,5,5.55,8.555555555555555
Ligue_1,2014,h,0.66899,1.65061,4,4,6.230769230769231,7.393939393939394
EPL,2016,h,0.511462,0.575813,4,5,6.390243902439025,10.666666666666666
EPL,2014,h,1.12374,1.78953,2,13,21.3,11.2
EPL,2019,h,2.86724,0.286561,4,3,14.35,18.63157894736842
Ligue_1,2016,a,0.991511,2.2449,3,11,17.529411764705884,3.2285714285714286
Serie_A,2019,a,2.22596,1.59421,9,6,9.083333333333334,13.238095238095235
Bundesliga,2014,h,1.22987,0.310166,13,3,5.0606060606060606,16.96153846153846
Ligue_1,2014,h,0.400404,1.01274,7,0,5.233333333333333,6.607142857142857
EPL,2016,a,1.22747,1.6124,12,5,13.6,16.38095238095238
Bundesliga,2018,a,2.98145,1.34044,8,4,7.892857142857143,12.5625
Ligue_1,2017,h,0.88774,0.590921,11,4,11.89655172413793,14.31578947368421
Ligue_1,2014,h,1.04431,0.387306,6,3,10.193548387096774,4.857142857142857
La_liga,2019,h,2.31396,1.79528,7,6,18.3,7.269230769230769
La_liga,2018,h,1.18842,2.11494,8,1,5.739130434782608,11.958333333333334
La_liga,2015,h,1.65417,1.33486,3,6,5.823529411764706,10.473684210526317
La_liga,2015,h,4.34983,0.457226,16,3,5.15625,11.551724137931034
La_liga,2018,a,1.20669,1.65223,6,4,3.2,6.142857142857143
EPL,2019,a,1.7498,1.05748,7,5,11.74074074074074,17.733333333333334
Bundesliga,2019,h,3.03979,0.426387,9,3,9.85,6.961538461538462
La_liga,2016,a,0.634332,1.33101,2,3,8.931034482758621,11.71875
Ligue_1,2019,h,1.52399,1.29511,4,3,9.5,10.956521739130435
Bundesliga,2018,a,3.31311,1.1596,17,7,12.727272727272728,12.5
Bundesliga,2016,h,2.1378,0.65629,9,5,4.730769230769231,8.785714285714286
EPL,2016,h,0.951511,1.25065,8,9,16.0,10.666666666666666
EPL,2016,h,0.228009,0.682758,4,6,11.590909090909092,7.583333333333333
Ligue_1,2016,h,1.74418,0.200333,4,3,6.466666666666667,9.88
Ligue_1,2016,h,0.63905,1.23642,3,10,21.25,7.095238095238095
La_liga,2014,h,1.71657,0.267948,10,2,3.96875,12.153846153846152
EPL,2019,a,1.13669,3.33302,4,6,12.529411764705882,7.580645161290323
La_liga,2019,h,0.389684,1.1029,3,2,8.6875,4.970588235294118
Ligue_1,2014,a,0.940781,1.19574,5,6,10.0,8.666666666666666
Bundesliga,2019,h,1.0094,0.669177,6,6,7.290322580645161,9.565217391304348
Bundesliga,2017,h,0.437172,0.373592,8,2,7.55,18.3
EPL,2018,h,0.943175,0.907988,9,4,8.4,14.0625
Bundesliga,2017,a,0.85483,2.3406,8,6,3.92,7.787878787878788
EPL,2015,h,1.20063,1.30844,4,12,12.823529411764708,6.275862068965517
La_liga,2016,a,1.90097,0.651635,2,7,5.682926829268292,6.45
Bundesliga,2015,a,0.191835,1.9531,2,9,12.136363636363637,3.2777777777777777
Ligue_1,2015,a,1.66927,1.05284,10,3,5.531914893617022,19.791666666666668
Bundesliga,2014,h,0.205925,1.33559,0,3,40.45454545454545,4.095238095238095
Ligue_1,2015,h,0.760121,0.215194,6,1,6.588235294117647,9.529411764705882
La_liga,2016,h,1.51212,0.521167,3,5,9.851851851851851,13.764705882352942
La_liga,2019,a,0.847966,1.8114,3,7,10.44,7.428571428571429
Serie_A,2016,h,1.1389,0.601187,6,3,11.285714285714286,9.526315789473683
Bundesliga,2019,a,1.43031,1.80838,5,12,16.5,21.416666666666668
EPL,2017,a,0.765614,0.506624,9,2,10.3,17.75
Bundesliga,2018,a,1.17182,2.42225,11,3,13.0,26.23076923076923
Serie_A,2015,a,0.720434,2.07283,3,13,37.0,10.038461538461538
Serie_A,2014,h,1.43758,1.4149,7,8,9.285714285714286,10.5
Ligue_1,2018,h,1.10683,1.02637,6,1,16.458333333333332,4.695652173913044
EPL,2014,h,0.909845,1.76276,5,3,19.923076923076923,7.3478260869565215
Ligue_1,2018,h,1.55092,1.2521,5,2,8.476190476190476,7.72
Serie_A,2015,a,0.298038,0.835463,4,2,6.486486486486487,5.925925925925926
Serie_A,2018,a,0.120965,2.01335,1,15,10.476190476190476,11.133333333333333
Serie_A,2014,a,0.559908,0.340276,3,5,6.333333333333333,9.035714285714286
Bundesliga,2018,h,1.81321,0.721767,7,0,6.407407407407407,11.87878787878788
Ligue_1,2017,h,1.79842,0.344038,6,1,3.4375,24.785714285714285
Bundesliga,2018,a,0.159247,3.77617,0,11,33.54545454545455,10.826086956521738
Ligue_1,2018,h,0.863766,1.41575,2,10,20.75,16.307692307692307
La_liga,2014,a,0.325557,1.6408,2,7,7.774193548387097,6.291666666666667
EPL,2019,a,1.08752,0.909241,9,0,5.5,9.27777777777778
La_liga,2016,a,2.58541,0.710134,11,3,7.875,7.225806451612903
Serie_A,2015,h,1.34014,1.80741,2,3,6.444444444444445,17.125
Bundesliga,2017,a,2.02169,0.503881,11,5,15.77777777777778,19.285714285714285
La_liga,2016,a,0.92331,1.85655,0,5,11.291666666666666,6.425
Serie_A,2014,h,1.57373,2.97687,5,6,11.826086956521738,6.291666666666667
EPL,2017,a,1.48964,1.53244,3,5,7.761904761904762,18.466666666666665
Bundesliga,2017,a,0.392824,2.08957,7,6,10.533333333333331,17.866666666666667
EPL,2019,a,1.18825,1.61884,1,13,19.6875,4.115384615384615
Serie_A,2015,a,0.41324,2.93614,1,11,7.594594594594595,5.333333333333333
EPL,2019,h,1.27044,2.15201,5,10,10.884615384615383,11.105263157894736
EPL,2017,a,3.86029,0.810989,17,0,8.625,18.21052631578948
Bundesliga,2019,a,0.889656,1.58412,5,11,19.83333333333333,7.75
EPL,2016,h,0.342829,2.24747,4,8,6.5,7.956521739130435
La_liga,2019,h,0.661362,1.46737,2,5,8.470588235294118,8.555555555555555
Serie_A,2019,h,0.35915,1.78754,5,10,8.958333333333334,5.722222222222222
Ligue_1,2019,a,0.924479,0.711678,2,7,10.576923076923077,10.0
Ligue_1,2016,h,1.4683,1.2114,10,2,11.25,9.970588235294118
Ligue_1,2015,a,0.735923,1.35999,1,10,10.96551724137931,10.387096774193548
Ligue_1,2014,a,1.37752,1.4979,5,6,11.0,7.038461538461538
EPL,2019,h,0.960349,0.479274,6,5,12.285714285714286,6.473684210526316
EPL,2014,a,0.531276,1.39327,5,5,10.470588235294118,18.5
Ligue_1,2014,h,1.07865,0.216127,5,3,8.291666666666666,9.31578947368421
Ligue_1,2017,h,1.92715,0.481472,7,1,12.153846153846152,11.0
Ligue_1,2018,a,0.272896,1.20496,1,4,13.37037037037037,12.166666666666666
EPL,2016,h,0.616753,2.74188,4,8,15.869565217391305,12.894736842105264
Ligue_1,2019,a,1.62692,1.36655,14,5,11.933333333333334,19.818181818181817
Bundesliga,2017,a,1.21993,2.0244,1,12,21.1875,4.545454545454546
EPL,2014,h,1.11415,1.99504,9,3,7.888888888888889,11.533333333333331
Serie_A,2018,a,1.23076,2.14667,5,6,7.333333333333333,9.24
Ligue_1,2016,h,2.64697,1.50632,7,4,4.733333333333333,18.47058823529412
EPL,2018,a,1.29107,1.66303,7,6,5.388888888888889,12.761904761904765
La_liga,2017,h,2.3468,0.858724,19,6,9.620689655172416,16.0
Bundesliga,2018,a,0.443215,2.55127,1,11,9.090909090909092,13.74074074074074
EPL,2019,h,3.02926,0.47235,7,4,7.483870967741935,5.92
La_liga,2018,h,1.63134,1.22419,4,6,10.571428571428571,6.65625
EPL,2018,a,2.31427,0.396115,4,2,12.666666666666666,11.545454545454543
La_liga,2016,h,0.67373,0.927504,5,5,9.633333333333333,6.521739130434782
Ligue_1,2018,a,1.66277,2.20428,4,2,10.035714285714286,6.681818181818182
EPL,2016,a,0.389672,3.38733,2,16,21.2,4.395348837209302
La_liga,2015,a,0.818281,1.85572,5,5,8.142857142857142,7.913043478260869
Bundesliga,2019,h,1.08518,0.346623,3,4,11.0,8.0
La_liga,2016,h,0.47946,1.288,0,10,10.576923076923077,7.352941176470588
EPL,2016,a,2.97877,0.693818,12,4,9.227272727272728,11.826086956521738
Serie_A,2016,h,1.33028,1.26519,5,4,12.56,4.323529411764706
Bundesliga,2018,a,0.954021,4.62869,1,13,15.705882352941176,8.0
Serie_A,2015,a,1.97422,0.0829689,5,2,10.578947368421051,11.742857142857142
Bundesliga,2015,a,2.23038,1.41369,2,6,9.428571428571429,12.75
Ligue_1,2014,a,1.18537,0.932215,4,7,12.107142857142858,3.0789473684210527
Bundesliga,2019,h,1.89658,2.90735,10,5,10.884615384615383,15.11111111111111
Ligue_1,2015,h,1.80834,0.622403,2,1,7.357142857142857,19.761904761904763
Ligue_1,2018,a,0.81086,1.27899,4,4,17.27777777777778,10.703703703703704
Ligue_1,2015,a,3.77388,0.562786,16,0,7.911764705882353,34.3125
Ligue_1,2016,a,0.592491,2.70624,6,4,15.16,7.041666666666667
Ligue_1,2018,h,1.27921,2.02604,10,1,3.193548387096774,15.238095238095235
Ligue_1,2016,a,1.00547,2.8096,2,14,35.2,6.7407407407407405
Ligue_1,2015,a,1.10281,1.81242,1,4,10.1,5.282051282051282
Serie_A,2017,a,1.93896,2.30701,9,9,7.962962962962963,10.5
EPL,2017,a,1.8707,0.476748,11,1,18.125,33.333333333333336
EPL,2019,a,0.507537,2.20683,2,6,15.68421052631579,8.40625
EPL,2017,h,2.21748,0.406196,16,1,8.52,12.882352941176473
Bundesliga,2019,a,0.95814,1.49758,7,4,10.866666666666667,15.4
Bundesliga,2014,h,1.5747,1.43504,8,5,11.0,10.95
La_liga,2016,a,1.08371,1.35497,4,8,14.695652173913045,5.424242424242424
La_liga,2018,a,0.306817,3.7496,2,14,13.2,9.6
Serie_A,2014,h,2.05116,1.24406,7,12,16.705882352941178,6.208333333333333
Serie_A,2014,a,2.16001,2.12685,3,18,16.176470588235293,6.954545454545454
La_liga,2016,a,0.419972,1.34202,4,6,6.393939393939394,5.82051282051282
Bundesliga,2014,a,0.942884,2.64367,3,11,13.4,6.193548387096774
La_liga,2019,a,0.37528,0.990297,2,4,8.821428571428571,7.56
Serie_A,2018,h,0.317935,1.0065,6,3,8.4,13.5
EPL,2019,a,1.14332,0.307356,9,5,8.363636363636363,19.95
Bundesliga,2019,a,3.75099,1.80963,11,6,9.1,24.63636363636364
Serie_A,2017,a,3.09359,0.31041,18,1,7.172413793103448,18.565217391304348
Bundesliga,2015,h,0.881103,0.391491,3,7,23.529411764705884,5.441176470588236
La_liga,2018,a,0.617854,1.75463,6,5,15.0,10.814814814814817
Bundesliga,2019,h,1.56293,2.15228,5,7,15.608695652173912,8.416666666666666
Ligue_1,2018,h,5.85948,0.0286998,26,2,5.114285714285714,31.125
La_liga,2015,h,2.19144,1.80603,6,6,12.434782608695652,6.269230769230769
La_liga,2018,a,0.901711,2.53737,6,8,11.392857142857142,12.521739130434783
Serie_A,2017,a,1.46511,0.0887547,5,1,10.833333333333334,13.205882352941176
Ligue_1,2014,h,0.694684,0.737686,4,6,7.409090909090909,7.958333333333333
EPL,2015,h,0.985368,0.692054,5,9,6.827586206896552,7.875
Serie_A,2019,a,0.0436239,2.81026,4,11,10.916666666666666,8.0
Ligue_1,2017,h,1.21855,0.375541,7,4,7.703703703703703,11.93103448275862
Serie_A,2017,a,2.10575,1.83761,8,3,5.0,17.80952380952381
Ligue_1,2018,h,3.78821,1.1788,3,6,6.3478260869565215,13.08695652173913
Ligue_1,2015,h,1.5439,0.840059,5,4,6.08,17.857142857142858
Bundesliga,2019,a,1.33112,0.274502,15,4,7.909090909090909,25.0
Serie_A,2019,h,0.465316,1.47177,2,11,11.791666666666666,4.258064516129032
Ligue_1,2017,h,0.996615,1.16816,5,1,6.076923076923077,14.666666666666666
EPL,2019,h,0.8924,4.51232,6,6,8.653846153846153,9.5
EPL,2018,h,1.92171,1.20566,11,6,15.125,31.125
Bundesliga,2018,h,1.95503,0.199314,1,1,9.214285714285714,15.962962962962964
EPL,2017,h,1.50368,0.739983,13,9,11.692307692307692,22.5
Serie_A,2017,h,1.13454,0.357219,2,3,9.363636363636363,11.290322580645162
Bundesliga,2016,h,3.12438,0.0680623,8,7,5.15625,6.05
EPL,2018,a,1.17924,1.7852,10,8,17.72222222222222,5.03030303030303
Serie_A,2015,a,1.85642,0.798145,2,4,7.485714285714286,3.967741935483871
Bundesliga,2017,h,1.60318,1.81065,3,9,16.58823529411765,7.576923076923077
EPL,2017,a,1.77566,1.65878,8,1,14.227272727272728,40.9
Ligue_1,2019,a,0.851456,3.80176,4,4,9.0,19.73333333333333
EPL,2015,a,0.310718,0.391754,6,5,10.833333333333334,7.0
La_liga,2016,a,0.962304,0.487759,4,7,8.909090909090908,6.444444444444445
La_liga,2019,h,2.11983,0.481345,8,6,12.28,8.0
Ligue_1,2019,h,2.10109,0.950504,4,4,13.95,13.68421052631579
EPL,2019,a,1.03402,0.833995,8,2,5.2105263157894735,9.714285714285714
Serie_A,2019,a,0.31479,2.51584,4,14,15.8125,7.37037037037037
Ligue_1,2016,a,0.256363,1.8156,2,3,13.523809523809524,4.642857142857143
Ligue_1,2014,h,1.21269,0.416847,6,5,5.857142857142857,5.161290322580645
EPL,2016,h,1.11096,2.57704,5,23,11.428571428571429,9.956521739130435
La_liga,2017,h,1.02629,2.5346,8,2,15.363636363636363,14.0
Serie_A,2019,h,1.34513,1.45512,7,16,17.133333333333333,8.458333333333334
La_liga,2014,h,1.93122,0.822826,3,1,4.826086956521739,8.157894736842104
La_liga,2016,h,2.15189,0.173272,5,1,8.5,10.727272727272728
Ligue_1,2017,h,1.52438,0.0630897,6,1,13.545454545454543,6.541666666666667
La_liga,2015,h,1.2216,1.76493,8,7,10.22222222222222,8.173913043478262
La_liga,2017,h,2.50129,0.429422,7,2,5.225806451612903,13.416666666666666
Bundesliga,2017,a,1.23823,0.974571,7,3,5.631578947368421,6.666666666666667
La_liga,2014,h,1.3927,1.30763,11,2,4.785714285714286,17.666666666666668
EPL,2019,a,0.359906,1.06533,3,12,13.055555555555555,8.545454545454545
La_liga,2019,a,1.24428,0.835883,3,6,10.944444444444445,7.518518518518518
Ligue_1,2014,h,1.57463,0.119753,5,2,8.9,16.083333333333332
Serie_A,2019,h,2.70407,2.56796,6,7,10.307692307692308,8.571428571428571
Ligue_1,2014,h,1.56753,0.796531,5,4,11.65,4.333333333333333
Ligue_1,2018,h,1.07506,0.868226,9,12,12.703703703703704,4.571428571428571
Serie_A,2016,a,0.815658,1.02274,4,1,14.894736842105264,14.727272727272728
La_liga,2017,h,1.43961,1.36627,3,2,3.5217391304347827,14.555555555555555
La_liga,2016,h,0.510785,0.329111,7,1,12.857142857142858,15.2
EPL,2018,a,2.75798,1.90045,8,5,5.625,15.5
Ligue_1,2016,a,1.07715,1.74626,3,8,9.0,7.75
EPL,2014,a,2.18418,0.900259,5,6,7.222222222222222,9.6
EPL,2018,h,1.88741,0.454547,9,4,10.055555555555555,19.74074074074074
Ligue_1,2014,h,0.487235,1.73901,2,3,4.28125,15.461538461538462
Bundesliga,2016,h,2.14781,2.11932,5,8,6.716981132075472,7.384615384615385
Ligue_1,2015,h,2.15522,1.57594,10,6,3.2195121951219514,8.821428571428571
EPL,2016,a,0.307666,1.20573,5,5,13.0,7.0625
Serie_A,2018,h,1.82444,1.85595,9,18,17.294117647058822,5.739130434782608
Bundesliga,2015,a,1.9601,2.52237,4,9,7.884615384615385,4.906976744186046
EPL,2015,h,1.69105,0.729005,5,5,6.315789473684211,12.869565217391305
Ligue_1,2015,a,1.02966,2.4048,2,5,18.8125,12.0
La_liga,2017,h,0.781967,1.40084,2,2,5.967741935483871,5.185185185185185
Bundesliga,2019,h,1.2781,2.64689,13,10,6.36,9.606060606060606
La_liga,2018,a,1.74235,2.73207,1,5,11.36842105263158,6.916666666666667
Ligue_1,2015,h,0.834748,2.31848,8,10,9.185185185185183,18.94117647058824
EPL,2019,h,1.78193,0.265879,5,1,7.531914893617022,11.0
Ligue_1,2016,a,0.682625,1.65516,4,9,6.666666666666667,8.375
La_liga,2016,a,0.55807,1.44819,0,11,14.31578947368421,2.269230769230769
Ligue_1,2019,h,1.9344,0.982861,17,2,8.485714285714286,20.25
Ligue_1,2014,h,0.67697,1.24333,4,13,16.35,2.892857142857143
Serie_A,2015,h,0.370329,1.97816,2,2,3.8157894736842106,9.241379310344827
Serie_A,2019,a,0.545215,1.66688,6,4,9.238095238095235,9.709677419354838
Bundesliga,2017,a,1.3232,2.45658,6,12,14.6,7.628571428571429
Ligue_1,2016,a,1.36591,1.95664,1,15,10.73076923076923,9.529411764705882
Ligue_1,2018,h,0.568493,0.290251,4,5,8.869565217391305,8.225806451612904
La_liga,2018,h,2.52958,1.2421,12,3,6.285714285714286,13.941176470588236
Bundesliga,2019,h,1.30868,2.83647,5,6,13.238095238095235,10.384615384615383
Ligue_1,2015,h,2.22332,0.742111,9,2,23.63636363636364,9.125
EPL,2019,a,3.1082,2.35854,13,6,9.714285714285714,32.666666666666664
EPL,2015,a,1.08103,3.51848,2,10,17.25,5.965517241379311
Serie_A,2019,h,0.483324,2.17105,7,7,13.307692307692308,9.478260869565217
EPL,2016,h,0.651056,0.831644,5,8,13.851851851851851,7.243243243243243
EPL,2014,a,0.28888,0.639316,7,6,11.583333333333334,28.15384615384616
La_liga,2016,a,1.58335,2.70322,0,9,10.303030303030305,6.375
Ligue_1,2018,a,2.06668,1.21225,1,4,13.15,9.5
Bundesliga,2017,h,1.69009,0.281816,7,5,7.852941176470588,11.25
Serie_A,2014,h,0.761956,1.94022,4,15,9.461538461538462,6.0
La_liga,2015,a,0.611548,1.08705,5,4,4.794117647058823,6.533333333333333
La_liga,2019,a,1.96098,0.280841,3,3,7.481481481481482,3.5454545454545454
La_liga,2019,a,1.41139,1.83517,9,6,13.11111111111111,11.95
Bundesliga,2018,h,0.949097,0.998569,3,4,17.933333333333334,11.947368421052632
Ligue_1,2014,a,0.306909,1.49746,4,5,7.290322580645161,6.035714285714286
Serie_A,2014,h,1.06596,0.262502,10,3,6.375,15.208333333333334
EPL,2018,h,1.71169,0.675798,6,6,4.227272727272728,10.652173913043478
EPL,2015,a,0.368848,2.27406,3,12,7.35,8.636363636363637
Ligue_1,2017,a,2.08854,0.894673,7,4,9.903225806451612,17.043478260869566
La_liga,2018,h,2.51639,0.88589,3,5,8.714285714285714,5.928571428571429
Serie_A,2015,a,2.77424,1.17161,5,5,8.863636363636363,9.2
Bundesliga,2017,a,1.30881,2.44799,2,7,12.833333333333334,8.74074074074074
Serie_A,2018,h,1.77944,0.924593,3,6,9.173913043478262,9.766666666666667
La_liga,2015,h,0.781265,1.68695,6,14,8.73076923076923,5.392857142857143
Ligue_1,2016,a,0.822594,0.586893,5,7,8.689655172413794,14.96551724137931
Bundesliga,2014,h,1.65992,1.77219,2,6,12.52,8.277777777777779
Serie_A,2017,a,0.839877,2.24514,6,4,10.588235294117649,10.84
Serie_A,2017,h,4.08123,1.72059,8,4,11.541666666666666,22.46153846153846
Ligue_1,2016,a,0.486662,1.46546,5,6,9.423076923076923,7.382352941176471
Bundesliga,2015,a,0.87057,1.84525,4,6,5.0,3.823529411764706
Serie_A,2016,a,1.24,2.10665,4,3,6.375,11.51851851851852
Bundesliga,2019,h,2.92351,1.03267,12,7,7.92,14.5
EPL,2019,a,0.896647,2.00232,3,9,13.833333333333334,9.305555555555555
Bundesliga,2018,h,3.9572,2.64706,7,5,17.75,18.23529411764705
Bundesliga,2016,h,4.53263,0.185791,22,0,7.392857142857143,46.4
Bundesliga,2016,a,2.79502,1.48412,8,8,4.473684210526316,11.37037037037037
Bundesliga,2018,a,2.04279,3.57277,5,15,8.633333333333333,10.238095238095235
Bundesliga,2019,a,0.669177,1.0094,6,6,9.565217391304348,7.290322580645161
EPL,2018,a,1.1272,0.576336,6,12,25.5625,4.354838709677419
EPL,2019,a,2.10542,0.386662,9,3,8.333333333333334,13.5
Ligue_1,2018,a,0.557678,1.71842,5,10,38.333333333333336,7.9411764705882355
Ligue_1,2016,h,1.51128,1.41603,4,9,12.9375,8.952380952380953
Serie_A,2018,h,0.657181,0.976401,2,10,12.125,9.588235294117649
Ligue_1,2019,h,1.036,0.929255,10,6,11.708333333333334,19.375
Serie_A,2018,h,2.00932,0.13114,14,0,9.0,16.666666666666668
Bundesliga,2018,a,0.642848,1.59406,6,4,6.178571428571429,9.923076923076923
La_liga,2019,h,2.2099,0.550322,11,6,9.20689655172414,15.157894736842104
Ligue_1,2016,a,0.603299,0.203584,4,2,9.842105263157896,10.304347826086955
Ligue_1,2015,a,0.851646,0.672012,10,3,4.884615384615385,26.545454545454547
La_liga,2016,h,1.72967,0.820437,7,2,8.32258064516129,3.695652173913044
Ligue_1,2019,h,1.22724,1.59355,4,8,12.80952380952381,7.636363636363637
Ligue_1,2014,a,0.657208,2.65856,2,4,16.0,10.73913043478261
Serie_A,2018,a,0.784661,2.03999,3,11,32.0,7.303030303030303
Serie_A,2015,h,1.88869,0.322765,5,6,12.258064516129032,6.958333333333333
Serie_A,2014,a,0.167116,2.93622,2,10,25.33333333333333,7.764705882352941
La_liga,2018,h,1.70196,1.11234,9,9,14.571428571428571,22.625
La_liga,2014,h,2.1914,0.594569,13,6,6.205882352941177,9.0
La_liga,2015,h,1.87389,0.777547,11,1,7.34375,5.620689655172414
Ligue_1,2014,a,1.51419,1.57174,0,3,20.285714285714285,14.428571428571429
Ligue_1,2016,h,2.24011,2.05647,11,4,4.787878787878788,11.0
Serie_A,2015,a,0.26471,1.10143,3,12,26.8125,6.84375
La_liga,2015,h,1.43121,0.77056,9,4,8.11111111111111,8.95
Bundesliga,2019,a,1.18459,2.47707,2,17,16.217391304347824,10.5
La_liga,2016,h,1.31171,0.476623,6,5,5.137931034482759,11.68
Ligue_1,2016,h,2.31706,1.87778,4,4,11.666666666666666,15.214285714285714
Bundesliga,2014,a,0.774005,0.645076,3,6,5.5,13.62962962962963
Bundesliga,2014,a,1.17707,1.6206,6,6,9.478260869565217,5.023255813953488
Serie_A,2015,h,2.2972,0.889109,7,4,6.238095238095238,11.708333333333334
Bundesliga,2015,h,0.494279,0.957641,5,4,8.909090909090908,6.805555555555555
EPL,2017,h,2.81246,0.613901,2,6,17.666666666666668,15.357142857142858
Ligue_1,2017,a,0.293267,0.599748,1,2,9.125,4.848484848484849
La_liga,2017,h,0.596538,0.896724,6,9,6.157894736842105,10.0
Ligue_1,2014,h,0.767491,0.71638,1,3,8.789473684210526,26.75
Serie_A,2014,a,0.137701,2.12422,3,7,29.8,14.466666666666669
Bundesliga,2019,a,0.502517,2.95018,6,8,17.41176470588235,5.0
Ligue_1,2019,a,1.36346,2.74638,6,5,11.4375,11.0
Bundesliga,2015,h,2.61412,0.825944,22,3,4.67741935483871,17.6
Serie_A,2018,a,1.25109,1.35263,5,4,12.173913043478262,9.333333333333334
Ligue_1,2018,h,1.3524,2.62399,8,12,15.375,3.725
Bundesliga,2017,h,1.52059,1.45235,4,12,13.73913043478261,10.538461538461538
Bundesliga,2014,h,1.15845,1.63553,10,6,6.307692307692308,12.2
Serie_A,2015,a,0.268673,1.4656,3,6,16.5,7.866666666666666
Ligue_1,2019,a,0.560077,0.337739,1,5,19.61111111111111,8.428571428571429
