league,year,h_a,xG,xGA,deep,deep_allowed,ppda_coef,oppda_coef
Ligue_1,2015,a,0.233626,1.53801,0,6,10.735294117647058,5.068965517241379
Bundesliga,2019,a,0.536081,5.83554,3,15,33.083333333333336,4.838709677419355
Serie_A,2018,a,0.700205,1.24826,13,8,15.6,21.8
EPL,2017,h,1.16991,0.326655,11,4,14.842105263157896,17.5
La_liga,2018,h,5.03124,0.299152,13,5,7.4,8.296296296296296
EPL,2015,h,2.15062,0.460805,9,6,6.413793103448276,10.0
EPL,2015,a,0.995273,2.98465,3,15,23.76923076923077,3.6666666666666665
Ligue_1,2014,h,2.58841,0.835173,4,1,12.935483870967742,8.821428571428571
La_liga,2017,h,1.99991,2.06359,6,5,13.533333333333331,11.043478260869565
Bundesliga,2019,h,0.612996,1.57339,3,5,10.894736842105264,9.5
Ligue_1,2015,h,1.12223,1.39295,7,4,7.869565217391305,9.6875
Serie_A,2016,h,0.49027,0.904839,5,5,12.391304347826088,13.592592592592592
Serie_A,2015,h,0.253376,0.824045,1,7,12.84,7.666666666666667
EPL,2017,a,0.182325,0.59455,6,2,8.666666666666666,3.954545454545455
La_liga,2016,a,1.48301,1.15264,2,5,10.842105263157896,12.846153846153848
Ligue_1,2016,h,0.302025,1.29564,0,5,16.875,4.0
EPL,2017,h,1.13104,2.05947,12,8,9.16,9.233333333333333
La_liga,2016,a,0.5357,1.67294,8,9,14.214285714285714,7.880952380952381
Ligue_1,2014,a,0.737686,0.694684,6,4,7.958333333333333,7.409090909090909
Serie_A,2014,h,2.64717,0.670975,9,4,15.16,9.521739130434783
Bundesliga,2015,h,2.44912,0.843812,8,3,9.148148148148149,9.9375
La_liga,2017,a,1.27213,1.14765,0,8,7.40625,8.105263157894736
La_liga,2016,h,1.80008,0.136305,5,3,7.380952380952381,10.217391304347826
EPL,2017,a,0.874927,1.24557,0,8,18.928571428571427,9.95
Ligue_1,2016,h,1.31977,0.505767,4,5,15.35,8.0
Serie_A,2016,a,0.521587,0.636904,4,2,10.583333333333334,7.03125
Ligue_1,2016,h,1.60527,1.43545,3,5,10.27777777777778,14.647058823529411
Serie_A,2015,a,1.35761,0.789971,5,1,8.181818181818182,15.782608695652174
Ligue_1,2019,h,2.22081,1.05478,6,4,16.625,11.588235294117649
Bundesliga,2019,a,0.841426,1.05096,3,4,16.526315789473685,10.5
Serie_A,2016,a,1.76599,2.54479,5,12,7.054054054054054,10.869565217391305
Bundesliga,2018,a,0.784725,1.40345,1,13,40.27272727272727,8.705882352941176
EPL,2018,h,1.89555,1.71095,13,2,3.695652173913044,23.666666666666668
EPL,2017,a,0.823217,1.89569,0,17,17.1,3.882352941176471
Serie_A,2015,a,0.31541,1.30999,8,4,7.675,8.612903225806452
Bundesliga,2015,h,1.80912,1.85731,9,3,6.814814814814815,4.882352941176471
La_liga,2015,h,1.16388,1.58564,4,11,8.258064516129032,6.696969696969697
Ligue_1,2019,h,1.47876,1.64495,5,4,10.56,10.038461538461538
EPL,2016,h,2.518,1.25572,7,4,9.411764705882351,16.77777777777778
Ligue_1,2015,a,0.472192,0.850666,3,7,8.46875,3.131578947368421
EPL,2018,a,1.71044,0.650884,16,6,9.181818181818182,19.73333333333333
Serie_A,2018,h,2.8594,0.0851875,15,0,9.96,19.09523809523809
Bundesliga,2019,a,1.31443,2.14832,9,11,10.8125,10.0
EPL,2015,a,0.482423,2.18579,6,15,6.620689655172414,5.727272727272728
La_liga,2016,h,0.351825,0.696855,2,12,14.2,10.043478260869565
Serie_A,2018,a,2.18413,1.9062,13,4,6.0,18.47058823529412
EPL,2018,a,1.49717,1.40067,4,8,11.8125,11.461538461538462
Serie_A,2016,h,0.693578,1.17911,1,6,12.903225806451612,9.73913043478261
Ligue_1,2018,a,1.45439,2.78276,8,7,8.73913043478261,18.84210526315789
Ligue_1,2014,h,1.03529,1.47031,2,3,8.166666666666666,3.4571428571428573
Bundesliga,2016,a,1.6445,4.35162,12,14,16.8,5.7
La_liga,2015,h,1.9143,1.08656,0,5,9.761904761904765,4.717948717948718
La_liga,2019,h,1.45193,1.33797,4,4,10.409090909090908,7.444444444444445
EPL,2019,a,2.07331,0.383495,13,3,8.148148148148149,45.42857142857143
Ligue_1,2016,h,2.30835,0.892463,8,2,8.846153846153847,13.137931034482758
Ligue_1,2017,a,2.22509,0.244374,2,0,14.0,12.580645161290322
Serie_A,2017,h,0.93351,0.727087,5,6,27.928571428571427,10.5
Ligue_1,2014,a,0.943203,2.82156,2,4,7.970588235294118,7.56
Ligue_1,2014,h,1.0617,1.47305,1,6,11.095238095238097,5.655172413793103
EPL,2015,a,0.635987,2.13311,7,8,5.964285714285714,8.448275862068966
Bundesliga,2015,h,2.63935,1.55385,9,8,4.523809523809524,9.115384615384617
Bundesliga,2017,h,4.42734,1.56701,13,6,17.214285714285715,11.545454545454543
Ligue_1,2016,h,0.879179,0.49342,4,5,7.724137931034483,9.576923076923077
Serie_A,2019,h,0.198769,2.13566,5,12,12.461538461538462,4.405405405405405
Serie_A,2016,h,1.48319,1.32792,6,2,12.375,16.61111111111111
Serie_A,2015,h,0.873983,2.28532,1,14,13.379310344827584,5.333333333333333
Ligue_1,2017,h,0.517774,2.05621,1,28,12.066666666666666,6.269230769230769
EPL,2016,h,1.80523,0.485626,4,4,7.3125,9.045454545454543
Bundesliga,2014,a,2.42804,3.32968,12,10,5.793103448275862,6.194444444444445
La_liga,2019,h,1.86903,1.12577,7,2,5.125,30.846153846153847
EPL,2016,h,0.473979,1.22459,5,4,16.72222222222222,8.705882352941176
Serie_A,2016,a,0.532401,4.22894,4,9,9.608695652173912,9.033333333333331
EPL,2014,a,0.317533,2.10841,2,19,21.285714285714285,2.555555555555556
Bundesliga,2014,h,2.60733,0.326006,5,0,6.36,8.0
Bundesliga,2019,a,0.450548,0.936475,1,8,20.83333333333333,7.6923076923076925
EPL,2019,h,3.65299,1.1342,9,2,11.961538461538462,5.314285714285714
La_liga,2017,a,0.752988,5.54505,1,23,15.9,5.0625
EPL,2018,h,1.61666,1.02847,4,8,13.375,10.7
EPL,2017,a,1.20923,0.049118,4,1,7.961538461538462,5.545454545454546
Bundesliga,2018,a,1.25758,1.54801,11,3,11.666666666666666,21.26315789473684
EPL,2014,h,0.869183,0.695778,7,5,7.961538461538462,14.904761904761903
La_liga,2017,h,1.73468,1.02702,8,3,5.153846153846154,13.0
Bundesliga,2017,a,0.196571,3.36215,0,16,47.11111111111112,8.777777777777779
Bundesliga,2019,h,0.548769,1.39334,4,10,20.3,4.6
Serie_A,2016,h,1.51059,0.611892,3,3,9.346153846153848,9.724137931034482
Ligue_1,2017,h,0.861506,0.846538,7,4,8.058823529411764,9.0
Ligue_1,2018,h,1.74452,0.412006,7,6,4.5625,11.035714285714286
La_liga,2017,h,1.18808,1.95404,4,8,10.944444444444445,9.28
EPL,2015,h,0.187217,0.83591,3,2,10.5,6.935483870967742
Serie_A,2017,a,3.66236,0.477502,12,0,11.75,16.153846153846153
Bundesliga,2017,a,0.210495,1.36244,0,6,24.785714285714285,7.541666666666667
Ligue_1,2015,h,1.53801,0.233626,6,0,5.068965517241379,10.735294117647058
Serie_A,2016,a,1.50834,0.816402,9,3,7.117647058823529,5.976744186046512
Serie_A,2015,h,1.03572,0.380583,9,4,4.46875,20.125
Ligue_1,2017,a,0.522865,2.85004,3,9,7.925925925925926,7.5
La_liga,2017,a,0.975459,1.83277,16,5,5.142857142857143,17.916666666666668
Bundesliga,2019,h,3.2444,1.47195,19,0,6.7727272727272725,32.666666666666664
La_liga,2019,h,1.56275,0.915597,4,4,3.607142857142857,14.26086956521739
Serie_A,2018,h,2.05475,0.586571,5,4,9.428571428571429,14.11111111111111
La_liga,2018,h,1.28908,1.37498,3,9,13.72222222222222,5.151515151515151
Serie_A,2016,h,0.26406,3.14833,1,7,22.6,6.615384615384615
La_liga,2019,a,0.859231,0.68416,3,3,4.913043478260869,13.15
EPL,2016,a,1.12629,1.55859,22,4,6.75,11.6
Serie_A,2015,h,1.34094,0.678004,4,3,9.24,11.818181818181818
Bundesliga,2016,h,1.36962,1.5852,8,2,8.05,14.857142857142858
Bundesliga,2018,a,0.393762,2.62916,3,13,14.0,11.5
EPL,2014,a,0.694419,1.14779,4,16,13.181818181818182,4.90625
EPL,2014,a,1.12846,0.769022,8,7,12.68421052631579,14.31578947368421
Serie_A,2017,a,0.973373,0.448836,11,5,9.608695652173912,16.928571428571427
La_liga,2017,a,0.881652,1.48909,2,2,4.461538461538462,5.32
La_liga,2017,h,1.76162,1.09625,3,0,8.714285714285714,7.147058823529412
Bundesliga,2015,a,0.57006,1.83283,8,7,5.151515151515151,5.225
Serie_A,2015,a,1.41836,1.36533,5,2,3.46875,11.714285714285714
EPL,2019,h,1.15279,1.04723,4,7,8.464285714285714,11.678571428571429
EPL,2018,h,0.199002,0.741471,2,6,32.75,8.37037037037037
EPL,2015,h,1.41228,0.954161,3,7,8.407407407407407,7.05
Ligue_1,2019,h,1.48946,0.681836,4,1,7.32258064516129,9.75
Ligue_1,2017,h,0.291562,2.60474,5,11,12.833333333333334,6.285714285714286
Serie_A,2015,h,2.41849,1.46994,1,3,6.675,17.136363636363637
Bundesliga,2017,a,0.309107,1.81323,4,7,10.735294117647058,5.4324324324324325
La_liga,2014,h,1.02973,1.37273,2,2,4.071428571428571,6.074074074074074
EPL,2014,h,1.71345,1.07321,10,5,7.15625,18.714285714285715
Serie_A,2015,a,1.03143,1.05898,2,5,6.25,6.63265306122449
Bundesliga,2018,a,0.867874,1.76901,5,2,8.958333333333334,14.8
Bundesliga,2017,a,0.786962,3.02461,3,7,9.956521739130435,14.52
Serie_A,2014,h,1.26793,1.64498,7,5,4.2105263157894735,8.703703703703704
EPL,2017,h,1.54596,0.378409,3,6,29.0,9.9375
Serie_A,2014,h,0.695565,1.3105,1,12,16.884615384615383,7.344827586206897
Serie_A,2019,a,1.29277,1.88263,5,13,25.133333333333333,5.695652173913044
Bundesliga,2016,h,0.464817,0.715723,9,8,12.25925925925926,5.36
Serie_A,2015,a,2.10816,2.49058,18,7,7.222222222222222,11.76
La_liga,2015,h,1.68942,1.38627,4,2,6.5,5.842105263157895
Ligue_1,2014,h,1.25083,0.334334,2,5,5.807692307692308,9.55
Serie_A,2019,a,3.08989,2.45481,14,5,11.85,13.956521739130435
EPL,2016,h,0.872579,2.2242,3,19,20.1875,5.9
La_liga,2017,a,0.314128,1.72422,1,3,6.65625,8.2
La_liga,2015,a,0.482096,1.51083,4,6,5.84,13.428571428571429
La_liga,2015,a,2.23147,0.590086,6,3,12.136363636363637,5.866666666666666
Bundesliga,2018,a,2.37483,1.20477,6,2,8.392857142857142,21.217391304347824
Serie_A,2014,h,0.900312,1.74981,8,5,9.16,9.789473684210526
EPL,2014,a,1.50724,0.95041,22,1,8.181818181818182,11.454545454545457
Ligue_1,2018,a,0.486732,2.72202,3,4,8.368421052631579,7.15
Ligue_1,2016,h,1.85885,0.276349,4,2,19.77272727272728,6.0
Bundesliga,2014,a,1.45969,1.00939,2,11,8.428571428571429,6.529411764705882
Serie_A,2014,h,1.55031,1.09733,6,4,9.08695652173913,10.44
EPL,2015,a,0.504409,1.00427,0,7,14.863636363636363,4.65625
Ligue_1,2016,h,1.67971,0.232951,3,4,12.818181818181818,14.8125
EPL,2016,a,0.983306,0.600426,6,3,8.08695652173913,15.952380952380953
EPL,2018,a,2.6754,0.691878,10,6,10.705882352941176,17.958333333333332
Ligue_1,2014,a,1.55953,1.10223,3,7,7.083333333333333,5.185185185185185
EPL,2014,h,0.707847,1.11662,5,7,17.88235294117647,20.125
Bundesliga,2015,a,1.52773,2.42823,12,6,7.9,6.818181818181818
Serie_A,2014,h,1.65966,1.3656,3,7,13.555555555555555,7.432432432432432
EPL,2015,a,0.0886329,3.24472,0,18,24.0,4.757575757575758
Ligue_1,2017,h,2.23423,0.703403,10,3,12.0625,19.7
Serie_A,2016,h,2.48777,0.862941,10,6,6.617647058823529,12.857142857142858
La_liga,2015,a,1.37196,0.295072,11,4,2.878787878787879,14.736842105263158
Serie_A,2015,a,0.776464,1.4421,6,3,5.761904761904762,8.318181818181818
Serie_A,2017,h,2.03946,1.21966,4,1,7.285714285714286,17.03846153846154
Ligue_1,2019,h,0.337739,0.560077,5,1,8.428571428571429,19.61111111111111
Bundesliga,2016,a,1.13122,2.6011,6,15,16.818181818181817,7.205882352941177
Serie_A,2019,h,1.25842,0.646151,2,3,17.894736842105264,9.703703703703704
Serie_A,2015,h,1.03182,1.19666,4,5,15.0625,7.666666666666667
EPL,2017,a,0.302554,2.12073,4,20,15.421052631578949,10.125
La_liga,2015,a,2.41243,0.87373,15,2,3.4285714285714284,25.11764705882353
Ligue_1,2015,h,1.21292,1.10248,1,3,5.9393939393939394,10.115384615384617
EPL,2014,h,0.914215,0.843331,2,9,14.0,13.75
Serie_A,2014,h,1.85613,1.84093,5,7,6.081081081081081,9.363636363636363
Bundesliga,2018,h,1.71254,1.2497,9,7,5.652173913043479,7.5
EPL,2015,a,1.56064,0.569426,4,2,8.578947368421053,10.10344827586207
EPL,2018,h,0.454309,0.582521,3,5,11.24,5.083333333333333
Bundesliga,2016,a,0.851206,0.937258,7,3,5.851851851851852,8.733333333333333
Ligue_1,2018,a,1.62093,1.21218,8,4,11.578947368421051,6.75
La_liga,2019,a,2.0596,0.884621,1,5,12.25925925925926,5.2
EPL,2018,h,2.29417,0.976413,10,10,10.3125,17.333333333333332
EPL,2016,a,1.09675,1.49271,8,6,8.85,8.0
Bundesliga,2016,a,0.664364,0.740585,11,6,6.166666666666667,14.04
Bundesliga,2016,a,1.54821,1.13683,8,2,8.15,22.473684210526315
Bundesliga,2019,h,1.60342,1.11629,8,3,12.73913043478261,4.869565217391305
Serie_A,2015,h,0.664628,1.29873,6,2,7.151515151515151,6.657894736842105
Serie_A,2017,a,1.07428,1.67628,1,11,11.363636363636363,4.103448275862069
Bundesliga,2015,a,3.89767,0.873428,8,1,6.032258064516129,5.5
Bundesliga,2014,a,1.16042,0.601293,9,5,13.333333333333334,12.826086956521738
Serie_A,2016,a,0.391693,1.48861,0,8,14.75,6.222222222222222
Ligue_1,2015,a,1.15678,0.384935,1,3,21.6,5.045454545454546
Serie_A,2019,a,2.55768,0.85727,10,9,5.783783783783784,6.46875
Ligue_1,2019,h,1.97361,1.14972,7,3,10.894736842105264,16.15
Serie_A,2019,h,2.24655,1.27413,12,3,8.043478260869565,13.61111111111111
Bundesliga,2018,h,1.23948,3.2364,9,11,20.785714285714285,5.636363636363637
La_liga,2017,h,2.47814,0.343595,1,1,7.37037037037037,5.0
Ligue_1,2016,a,0.938703,1.53743,3,10,12.7,11.588235294117649
Serie_A,2019,a,0.795554,0.752631,8,6,11.761904761904765,9.214285714285714
Serie_A,2016,h,0.569668,1.0708,1,7,39.11111111111112,7.785714285714286
Serie_A,2018,h,1.90942,1.87255,10,5,17.5,16.0
EPL,2017,h,2.62043,0.667771,5,8,32.333333333333336,9.333333333333334
Ligue_1,2014,a,0.152455,1.68988,2,2,17.625,8.928571428571429
Bundesliga,2018,h,1.64721,1.1803,7,5,11.96,8.52
Serie_A,2016,a,0.312903,1.47652,4,5,30.133333333333333,9.964285714285714
La_liga,2018,a,0.690773,1.61848,2,6,9.782608695652174,8.0
La_liga,2015,h,0.817524,1.48742,1,6,5.0,4.945945945945946
Ligue_1,2019,a,0.717652,2.6316,3,4,9.933333333333334,14.15
La_liga,2019,h,0.860898,2.40229,4,5,10.363636363636363,7.869565217391305
EPL,2017,a,0.866679,0.396771,6,2,30.55555555555556,13.25
Ligue_1,2015,h,2.27489,0.7699,17,2,4.128205128205129,9.0
Bundesliga,2015,h,1.01768,1.52542,4,13,25.32,11.0
Ligue_1,2014,h,1.37071,1.13378,3,3,5.942857142857143,5.95
Bundesliga,2016,h,4.35162,1.6445,14,12,5.7,16.8
La_liga,2018,a,0.782205,1.46389,4,5,5.918918918918919,12.130434782608695
Ligue_1,2018,a,2.18504,0.969941,7,1,13.423076923076923,13.647058823529411
La_liga,2018,a,0.338957,1.96282,2,9,13.714285714285714,19.5
Serie_A,2014,h,0.340276,0.559908,5,3,9.035714285714286,6.333333333333333
La_liga,2014,a,4.68657,0.87358,13,3,9.0,10.241379310344827
Bundesliga,2018,h,0.877396,2.93831,3,12,13.666666666666666,5.666666666666667
Ligue_1,2015,h,1.88702,0.515582,7,4,8.296296296296296,13.24
Ligue_1,2016,a,0.844759,0.899201,6,7,5.575757575757576,11.074074074074074
Serie_A,2018,a,2.36382,1.75554,5,10,6.92,7.0
Ligue_1,2018,a,0.563755,1.70571,4,6,12.3,17.375
La_liga,2018,a,1.51781,2.00914,1,10,10.73913043478261,8.6
Serie_A,2017,a,1.75277,2.21903,1,4,15.583333333333334,7.833333333333333
Ligue_1,2015,h,0.284604,1.16763,2,4,21.3125,5.428571428571429
La_liga,2016,a,1.18346,1.26059,11,3,4.2368421052631575,9.382352941176473
La_liga,2015,h,0.801319,1.27622,6,1,5.318181818181818,7.576923076923077
Bundesliga,2014,a,0.98493,0.858803,1,6,16.958333333333332,5.925925925925926
EPL,2015,h,0.83385,1.47453,5,6,4.2444444444444445,6.730769230769231
Serie_A,2018,h,1.5191,0.740408,5,4,10.5,30.933333333333334
EPL,2014,a,2.20831,2.17554,4,11,14.263157894736842,5.260869565217392
EPL,2015,h,1.86869,0.419877,3,6,13.615384615384617,4.538461538461538
La_liga,2016,a,2.94825,1.18104,13,5,10.466666666666669,5.46875
Ligue_1,2017,a,2.26418,1.49159,9,1,7.96,7.447368421052632
Ligue_1,2016,a,0.695219,1.28764,6,5,21.33333333333333,22.0
EPL,2015,a,0.491843,1.57712,1,15,15.565217391304348,7.625
Serie_A,2015,a,1.17866,2.02544,3,5,13.0,4.837837837837838
EPL,2016,h,0.720883,0.202159,6,2,7.076923076923077,6.515151515151516
EPL,2017,a,0.843284,2.24197,3,4,8.565217391304348,10.35483870967742
La_liga,2014,h,2.59443,0.552243,6,3,12.11111111111111,4.977272727272728
Ligue_1,2015,a,0.950086,0.63721,5,1,5.222222222222222,12.263157894736842
Serie_A,2016,a,0.544244,1.94441,1,7,11.0625,4.357142857142857
EPL,2015,a,1.57983,0.579338,9,3,9.36,19.25
Ligue_1,2017,h,0.665171,1.06909,1,0,4.52,7.529411764705882
EPL,2016,h,1.67424,0.589122,14,4,7.846153846153846,15.333333333333334
Ligue_1,2017,a,0.63507,1.06375,5,5,12.466666666666669,14.592592592592592
La_liga,2017,h,2.31598,1.74101,7,11,12.5,9.0
La_liga,2018,h,1.15622,1.04802,2,10,10.22222222222222,6.521739130434782
Bundesliga,2016,a,2.32944,1.59519,6,7,12.4375,9.833333333333334
Serie_A,2017,h,2.28911,2.92258,6,6,6.095238095238095,13.772727272727272
La_liga,2019,a,0.360967,1.7305,2,5,4.1,12.0
Ligue_1,2017,h,3.21957,1.62801,13,2,10.833333333333334,11.636363636363637
Serie_A,2015,h,1.24528,0.525153,5,7,8.785714285714286,4.035714285714286
Ligue_1,2017,a,1.26206,0.393065,1,6,9.227272727272728,20.63157894736842
Ligue_1,2018,a,2.54317,0.998116,13,2,4.08,21.22222222222222
EPL,2018,h,1.46224,0.573166,6,1,8.153846153846153,14.9375
EPL,2018,a,0.789138,1.38502,10,8,14.454545454545457,19.70833333333333
EPL,2017,a,1.28703,0.676091,12,4,9.947368421052632,8.904761904761905
Ligue_1,2018,h,0.608776,1.41872,4,4,6.1923076923076925,9.821428571428571
Bundesliga,2018,h,1.584,0.333514,9,4,5.958333333333333,10.307692307692308
Ligue_1,2015,a,2.16016,1.04752,9,7,8.176470588235293,10.517241379310343
EPL,2014,a,1.90484,0.256678,5,10,8.241379310344827,25.615384615384617
Bundesliga,2019,h,0.449209,2.89736,7,5,4.634146341463414,21.466666666666665
La_liga,2018,h,1.7451,1.31256,9,1,6.333333333333333,12.037037037037036
La_liga,2016,h,2.8366,0.354952,10,2,9.9,4.888888888888889
Bundesliga,2019,h,1.99439,1.79606,7,2,6.0,14.333333333333334
EPL,2017,h,0.59455,0.182325,2,6,3.954545454545455,8.666666666666666
EPL,2016,h,0.825839,0.445766,2,7,7.88,8.857142857142858
Serie_A,2016,h,2.54479,1.76599,12,5,10.869565217391305,7.054054054054054
Bundesliga,2018,a,0.94148,2.51866,5,10,17.428571428571427,10.52
Ligue_1,2017,a,0.220737,3.25344,2,6,21.05,4.580645161290323
EPL,2015,h,0.773876,1.77677,2,11,8.744186046511627,11.545454545454543
Ligue_1,2017,h,1.76038,0.0263448,4,3,7.434782608695652,9.666666666666666
Ligue_1,2016,a,0.423067,0.90967,4,5,11.77777777777778,4.833333333333333
EPL,2016,a,1.24012,1.60429,4,8,6.035714285714286,6.541666666666667
La_liga,2018,a,0.992745,1.68646,0,3,11.352941176470589,4.892857142857143
La_liga,2016,a,0.770754,1.13802,5,2,10.821428571428571,6.846153846153846
Ligue_1,2017,a,0.927416,3.22785,8,11,15.241379310344827,8.16
Ligue_1,2015,h,1.06626,0.719549,1,3,9.409090909090908,12.36
Serie_A,2016,h,1.75422,0.895007,6,5,9.214285714285714,17.434782608695652
La_liga,2014,h,2.05137,1.3841,11,5,4.228571428571429,15.076923076923077
EPL,2018,h,1.28665,1.26973,6,6,10.5,8.11111111111111
Serie_A,2019,a,0.842771,1.1326,3,11,23.058823529411764,11.695652173913045
La_liga,2015,h,2.1509,0.0656616,10,0,3.870967741935484,22.5
Serie_A,2017,a,1.79504,0.28561,10,7,15.947368421052632,8.222222222222221
Serie_A,2016,h,0.704882,1.51663,2,8,11.06896551724138,7.636363636363637
La_liga,2016,a,1.16305,1.66163,2,2,5.6,4.956521739130435
Bundesliga,2018,a,2.04036,1.31242,12,3,14.0,17.285714285714285
Serie_A,2017,h,0.854058,1.03851,5,6,6.25,9.074074074074074
Serie_A,2018,a,3.20497,0.885381,7,2,6.631578947368421,36.875
Serie_A,2017,a,0.808262,0.254379,11,0,9.814814814814817,12.78125
EPL,2015,a,0.729005,1.69105,5,5,12.869565217391305,6.315789473684211
Serie_A,2018,h,1.2844,0.642053,8,5,5.931818181818182,10.923076923076923
La_liga,2015,a,0.20206,2.59373,0,11,14.5,4.051282051282051
Ligue_1,2016,a,0.350343,0.867351,6,3,13.928571428571429,13.153846153846152
Ligue_1,2015,a,1.20367,0.738685,7,5,9.071428571428571,8.25
Ligue_1,2016,h,0.336657,2.67049,0,10,19.4,3.25
Serie_A,2017,h,0.399545,0.841939,7,9,13.15,10.0
Ligue_1,2016,a,0.155588,0.67475,3,3,19.347826086956523,12.318181818181818
EPL,2018,h,1.36515,0.794683,4,2,12.4,13.0
EPL,2015,a,2.50168,1.70719,6,15,12.105263157894736,4.44
La_liga,2017,h,1.8449,0.792933,6,1,8.363636363636363,5.65
Ligue_1,2015,a,0.440985,0.825199,3,8,13.636363636363637,4.181818181818182
Bundesliga,2014,a,1.03528,1.59835,3,4,8.423076923076923,4.222222222222222
Serie_A,2016,h,1.25058,0.848716,5,4,6.518518518518518,4.48
La_liga,2019,a,1.81125,3.3111,3,17,24.53333333333333,6.064516129032258
Ligue_1,2019,h,0.766702,0.428008,5,2,12.5,16.0
Bundesliga,2015,a,1.52542,1.01768,13,4,11.0,25.32
EPL,2017,h,2.07299,0.623161,18,5,8.368421052631579,32.8
La_liga,2015,h,0.721945,1.1181,5,0,8.931034482758621,3.9642857142857135
Serie_A,2015,a,0.175203,2.64419,3,6,15.0,7.5
Ligue_1,2016,a,0.326614,1.62946,1,2,13.413793103448276,9.321428571428571
Ligue_1,2016,h,0.190329,1.28422,1,4,9.652173913043478,5.333333333333333
Ligue_1,2015,h,0.843157,0.362208,5,4,9.696969696969695,5.5
Serie_A,2018,h,1.81004,2.5003,5,8,26.642857142857142,8.241379310344827
Ligue_1,2016,a,1.1945,1.14355,1,4,13.142857142857142,13.26086956521739
Bundesliga,2019,h,2.15404,2.10482,9,4,9.117647058823527,11.407407407407408
Ligue_1,2016,h,1.85852,1.69304,4,4,12.545454545454543,6.714285714285714
Ligue_1,2015,a,0.354163,1.43229,2,8,12.625,8.576923076923077
Ligue_1,2017,a,0.31924,1.46179,2,4,11.714285714285714,10.956521739130435
Serie_A,2014,h,1.13049,0.876708,1,5,11.454545454545457,7.695652173913044
Bundesliga,2015,h,1.28148,0.428691,5,6,10.1,10.857142857142858
Serie_A,2019,a,2.38713,1.66537,6,5,8.869565217391305,5.857142857142857
La_liga,2018,a,0.494786,2.30907,5,4,7.25,5.608695652173913
Bundesliga,2019,a,1.6191,0.638731,8,12,10.0,8.8
EPL,2014,a,0.673535,1.2647,4,10,16.7,5.464285714285714
La_liga,2015,a,1.62076,0.33621,7,0,9.0,12.652173913043478
La_liga,2015,a,0.632769,1.76797,4,5,10.27777777777778,13.375
Ligue_1,2018,h,1.8751,2.62697,3,7,9.772727272727272,8.166666666666666
Ligue_1,2017,a,0.550401,2.47583,7,2,8.130434782608695,11.0
Serie_A,2017,a,0.537224,1.15356,5,7,11.11111111111111,10.0
La_liga,2016,a,0.840213,2.60098,2,9,23.0,6.269230769230769
Ligue_1,2017,a,0.770313,0.738148,6,8,11.333333333333334,5.576923076923077
Serie_A,2014,h,0.933796,2.59816,11,6,21.285714285714285,9.181818181818182
EPL,2017,h,0.758241,2.25889,4,3,4.551724137931035,10.541666666666666
La_liga,2015,a,0.502135,1.26188,3,5,7.384615384615385,6.275
Bundesliga,2018,h,2.35335,0.181299,20,3,5.708333333333333,30.8
Serie_A,2014,h,2.65496,2.20223,0,13,8.464285714285714,5.84
Serie_A,2016,h,0.254814,0.731154,4,5,7.5625,5.0
La_liga,2018,h,1.02136,1.4515,5,4,9.4,6.083333333333333
